	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
XLOC_019788	0.212906	0	0	0.14422	0	0
XLOC_019789	0.112896	0	0.861127	0.501253	0	1.86207
XLOC_019790	0	0	0.283667	0.4243	0	0.378784
XLOC_019791	0.398771	0	0	1.63152	0	0
XLOC_019792	0.0746502	0	0	0.538726	0	0
XLOC_019793	0.613965	0	0	1.14542	0	0
XLOC_019794	0	0	3.13536	0	0	1.33178
XLOC_019795	0.638244	0	0	0.499519	0	0
XLOC_019796	0.419674	66.0084	0	0.610131	50.8908	0
XLOC_019801	0	0	0.939545	0	0	1.3439
XLOC_019802	0.289586	0	0	0.075775	0	0
XLOC_019805	0	0	0.540985	0	0	0.853137
XLOC_019806	0.164313	0	0	0.923131	0	0
XLOC_019807	0.243327	0	0	0.71051	0	0
XLOC_019808	0.526692	0	0	0.224439	0	0
XLOC_019809	0.485955	0.909765	0	0.53714	0.815984	0
XLOC_019811	0	0	2.02875	0	0	3.62888
XLOC_019812	0.0529079	0	1.76055	0	0	0.561147
XLOC_019813	0	0	0.256935	0	0	0.2738
XLOC_019814	16.8838	0	0	16.1147	0	0
XLOC_019815	0	14.2499	5.83524	0	23.1125	4.12189
XLOC_019816	0	0	1.1098	0	0	1.77678
XLOC_019817	0	0	5.02086	0	0	5.74884
XLOC_019818	0	0	1.69265	0	0	2.50295
XLOC_019819	0	0	0.810158	0	0	1.75731
XLOC_019820	0	0	1.10866	0	0	1.73657
XLOC_019821	0	0.8886	1.56957	0	0.289555	0.898406
XLOC_019822	0	1.51294	1.07468	0	0.757968	1.09559
XLOC_019823	0	0.625836	0.197773	0	0.382415	0.335411
XLOC_019824	0	1.8342	0.807637	0	0.304	0.599017
XLOC_019825	0	0.934756	0.180685	0	0.0618852	1.02792
XLOC_019826	0	1.13525	0	0	0.383417	0
XLOC_019827	0	0	1.29118	0	0	0.428287
XLOC_019828	0	0	0	0	0.41207	0
XLOC_019829	0	0.433363	0	0	0.362814	0
XLOC_019831	0	0.223747	0	0	0.437136	0
XLOC_019833	0	1.5627	0	0	0.368741	0
XLOC_019835	0	41.6476	0	0.0499553	58.0929	0
XLOC_019836	0	0	0.59571	0	0	0.217169
XLOC_019837	0	0	1.23169	0	0	0.264202
XLOC_019839	0	0	13.908	0	0	21.7332
XLOC_019840	0.149338	0	2.08607	0.13707	0	2.17315
XLOC_019841	0.95156	0	0	1.28694	0	0
XLOC_019842	0.159258	0	0	0.389186	0	0
XLOC_019843	0	0	0	0	0	0
XLOC_019844	0.369241	0	0	0.2934	0	0
XLOC_019845	0.716649	0.873725	0	0.884388	0	0
XLOC_019846	0	0	0.844774	0	0	0.26708
XLOC_019847	0	0	0.895845	0	0	0.202918
XLOC_019848	0	0	76.7817	0	0	97.3535
XLOC_019849	0	6.48873	0	0	2.45909	0
XLOC_019850	30.2511	0.241527	0	43.4513	0.540104	0
XLOC_019851	31.71	0.104828	0	52.2095	0.420911	0
XLOC_019853	2.05835	0	0	0.487807	0	0
XLOC_019854	0.13845	0	2.71159	0.334371	0	0.624613
XLOC_019855	0.45043	0	0	0.209685	0	0
XLOC_019856	0.0826247	34.4957	0	0	24.098	0
XLOC_019857	0	0	0	0	0	0
XLOC_019858	0	0	0	0	0	0
XLOC_019859	0	0	0	0	0	0
XLOC_019860	0	0	0	0	0	0
XLOC_019862	0.24645	0	0	0	0	0
XLOC_019863	0	0.881545	1.34537	0	0.933777	0
XLOC_019864	0.226358	0	2.14753	0.242093	0	1.85287
XLOC_019865	0	0	0	0.246703	0	0
XLOC_019866	0.519901	0.428175	0	1.39878	0.300505	0
XLOC_019867	0	0.0844256	0	0	0.101656	0
XLOC_019868	0	0	0.548288	0.463028	0	0.378299
XLOC_019869	0	0	1.00856	0.174785	0	0.62779
XLOC_019870	0	0	0	0.123664	0	0
XLOC_019871	0	0	0	0.114715	0	0
XLOC_019872	0.0312887	0	0	0.331836	0	0
XLOC_019875	0	0	1.00807	0	0	0.341764
XLOC_019880	0.548817	0	0	1.43163	0	0
XLOC_019881	18.0914	0.124246	0	17.6907	0.13618	0
XLOC_019884	0.265052	0	0	0.0796505	0	0
XLOC_019886	0.615267	0	0	0.795413	0	0
XLOC_019887	0	0	0	0	0	0
XLOC_019888	0.143529	0.547619	28.5626	0.0871094	0.586912	13.0983
XLOC_019890	0.396663	0.611222	7.40714	0.773471	1.24393	11.0012
XLOC_019891	0	0.209741	0	0	1.1705	0
XLOC_019892	0	0.145579	0	0	1.55307	0
XLOC_019893	0	0	0	0	0	0
XLOC_019894	0.141766	0	0	0	0	0
XLOC_019896	0.433765	0	0	0.522969	0	0
XLOC_019897	0.483379	0	0	0.582563	0	0
XLOC_019900	0.568153	0	0	0.391388	0	0
XLOC_019901	0.240761	7.29532	0	0.489842	7.75179	0
XLOC_019903	0	0.755584	0	0	1.22215	0
XLOC_019905	0.710587	0	0	1.55794	0	0
XLOC_019906	1.10543	0	0	2.70269	0	0
XLOC_019909	0	0	0	0	0	0
XLOC_019910	0.607715	0	0	0.189052	0	0
XLOC_019911	0	0	0	0.0718136	0	0
XLOC_019912	0	0	0	0.0289847	0	0
XLOC_019913	0.311274	0	0	0.0968368	0	0
XLOC_019914	0.902556	0	0	1.14362	0	0
XLOC_019919	0	0	11.3789	0	0	8.85341
XLOC_019921	0	0.797	0.0797889	0	1.44819	0.0965812
XLOC_019922	0	0.443468	0.280957	0	1.41735	0.685644
XLOC_019923	39.3943	0	0.812583	49.9378	0	0.412816
XLOC_019924	0	35.2819	0	0	51.9468	0
XLOC_019927	0	26.8859	0	0	44.7117	0
XLOC_019930	0	9.98076	0	0	10.9551	0
XLOC_019931	3.19706	0	0	2.50131	0	0
XLOC_019935	0	0	0.630512	0	0	1.73336
XLOC_019936	0	0	0.593573	0	0	1.97237
XLOC_019938	0	38.1173	0	0	36.0994	0
XLOC_019940	0	24.3178	0	0	16.4991	0
XLOC_019942	9.33188	0	0	18.3692	0	0
XLOC_019943	0	0	0.568724	0	0	1.52384
XLOC_019944	0	0	0.0807559	0	0	0.729352
XLOC_019945	0	0	0.757933	0	0	0.9695
XLOC_019946	0	0	0.575963	0	0	1.09467
XLOC_019947	0	0	0.991357	0	0	3.38464
XLOC_019948	0	0.995657	0.580334	0	0	2.78916
XLOC_019949	0	0	0.454935	0	0	1.85568
XLOC_019950	0	0	2.25148	0	0	2.36256
XLOC_019951	0	0	1.25019	0	0	3.83644
XLOC_019952	0	0	0.357341	0	0	2.09311
XLOC_019953	0	0	1.30815	0	0	1.86453
XLOC_019954	0	77.3602	0.574905	0	67.6637	1.196
XLOC_019955	0	0	0.747369	0	0	1.32132
XLOC_019956	55.7712	0	0.515151	3.71927	0	0.704477
XLOC_019959	0	57.0782	0	0	43.1103	0
XLOC_019962	0	0	1.02951	0	0	1.45481
XLOC_019963	0	0	1.94618	0	0	1.53513
XLOC_019964	0	0	2.80159	0	0	1.57054
XLOC_019965	0	0	1.26441	0	0	1.41383
XLOC_019968	8.46262	0	0	0.615824	0	0
XLOC_019969	10.1369	28.5274	0	0.443639	50.0164	0
XLOC_019970	0.0935857	0	0.46613	0.792451	0	1.34487
XLOC_019971	1.06058	0	0.512004	0.566132	0	2.00879
XLOC_019972	0.872496	0.897536	0.839952	0.34498	0.247973	1.5149
XLOC_019973	0	0.791391	2.17584	0	0.766636	1.34124
XLOC_019974	0	0.339339	0	0	0.674824	0
XLOC_019975	0	0.191047	0	0	0.0692797	0
XLOC_019977	0.159443	0	0	0	0	0
XLOC_019978	0	0	0	0	0	0
XLOC_019979	0	0	0.780865	0	0	0.599061
XLOC_019980	0	0	0.276206	0	0	0.444807
XLOC_019985	0	4.35655	0	0	2.84078	0
XLOC_019987	0	0	0.389183	0	0	1.37745
XLOC_019989	0	0	0.0560874	0	0	0.130418
XLOC_019990	0	0	0.126066	0	0	0.15542
XLOC_019991	0	0	0.436787	0	0	1.18133
XLOC_019992	0	0	0.300472	0	0	1.00881
XLOC_019993	47.7637	0	0	31.0954	0	0
XLOC_019994	0.295814	0	0.186885	0.0615572	0	0.108864
XLOC_019995	0	0	0.110257	0	0	0.0672549
XLOC_019996	0	0	0.0586084	0	0	0.0674105
XLOC_019997	1.63812	0	0	0	0	0.137048
XLOC_019998	0	0	0.0735601	0	0	0.329183
XLOC_020001	30.6763	0	0	24.2868	0	0
XLOC_020002	0	0	0	0.490357	0	0
XLOC_020003	0.110434	0	0	0.253444	0	0
XLOC_020004	0	0	0.611163	0	0	2.00606
XLOC_020005	62.3375	0	0.501981	52.4757	0	0.964632
XLOC_020006	0.164612	0	0	0.120236	0	0
XLOC_020007	10.823	0	0	0	0	0
XLOC_020008	2.64021	0	0	6.0614	0	0
XLOC_020009	0	0	0.326045	0	0	0
XLOC_020010	0	0.157421	0	0	0	0
XLOC_020011	0	0	0	0	0	0
XLOC_020012	0	0.183264	0	0	0.153931	0
XLOC_020019	0.190371	0	0	0.292735	0	0
XLOC_020020	0	40.539	0	0	42.4459	0
XLOC_020021	0	0.377876	0	0	1.18889	0
XLOC_020022	62.1858	0.378964	0	188.647	1.63504	0
XLOC_020023	0.995061	1.25723	0	0.821849	2.03697	0
XLOC_020024	1.15989	1.09	0	1.43279	2.01027	0
XLOC_020025	3.16687	0.761132	0	2.95115	1.29599	0
XLOC_020026	0.961746	0.900179	0	0.634272	2.42462	0
XLOC_020027	1.86547	0.0978657	1.09156	0.693252	1.14502	1.02238
XLOC_020028	1.0427	0	1.20718	0.920576	0	0.926176
XLOC_020029	1.18178	0	0.439659	0.982409	0	1.2691
XLOC_020030	0.593989	0	29.2334	0.457901	0	21.5085
XLOC_020031	0.741794	0	0	0.542638	0	0
XLOC_020032	0.868872	0	28.7432	0.267844	0	34.6711
XLOC_020033	0.34629	0.940088	0	0.560839	1.40291	0
XLOC_020034	0.39367	0	0	0.407909	0	0
XLOC_020035	0.324006	0	0	0.297869	0	0
XLOC_020036	0.358873	0	0	0.744354	0	0
XLOC_020037	0.246597	0	0	0.506173	0	0
XLOC_020038	0.191093	0	0	0.281414	0	0
XLOC_020039	0.483737	0	0	0.683957	0	0
XLOC_020040	0.234041	0	0	0.551259	0	0
XLOC_020041	0.892178	0	0	1.60221	0	0
XLOC_020042	0.379421	0	0	1.15233	0	0
XLOC_020043	0.447343	0	0	1.86454	0	0
XLOC_020044	0.147697	0	0	0.957475	0	0
XLOC_020045	0.233133	0	0	0.263135	0	0
XLOC_020046	0.834348	0	0	0.521756	0	0
XLOC_020047	0.2135	0	0	0.44882	0	0
XLOC_020048	0.416641	139.095	0	0.127784	108.207	0
XLOC_020049	0.318118	0	0	0.393438	0	0
XLOC_020050	0.350333	0	0	0.580488	0	0
XLOC_020051	0.63822	0	0	0.140992	0	0
XLOC_020052	0.26814	0	0	0.142483	0	0
XLOC_020053	0.238184	0	0	1.16345	0	0
XLOC_020054	0.292436	0	0	0.322941	0	0
XLOC_020055	0.512144	2.3552	0	0.40966	2.00693	0
XLOC_020056	0.40753	0	0	0.494101	0	0
XLOC_020057	0.119274	0	0	0.51652	0	0
XLOC_020058	0	0	0	0.303268	0	0
XLOC_020059	0.748103	0.916316	0	0.19311	0.438441	0
XLOC_020060	0.1583	0	0	0.0990662	0	0
XLOC_020061	0.242765	1.17835	0	0.0714907	1.02337	0
XLOC_020062	0.145936	1.78317	0	0.235653	4.13334	0
XLOC_020063	0.237505	0	0	0.405644	0	0
XLOC_020064	0.48457	0	0	0.440246	0	0
XLOC_020065	0.420742	0.131939	0	0.227949	0.355881	0
XLOC_020066	0.313644	0.371381	0	0.239321	0	0
XLOC_020067	0	0.670408	0	0.762063	0.618014	0
XLOC_020068	0.401259	0.572895	0	0.812297	0.779517	0
XLOC_020072	2.76722	0	0	2.82992	0	0
XLOC_020073	0	0	0	0	0	0
XLOC_020074	0.394789	0	0	0.424361	0	0
XLOC_020075	0.19013	0	0	0.424973	0	0
XLOC_020076	0.451608	0	0	0.515933	0	0
XLOC_020077	1.15612	0	0	1.33552	0	0
XLOC_020078	0	0	0	0.442876	0	0
XLOC_020079	0.198976	0.0758882	0	0.594183	0.190914	0
XLOC_020080	0.200365	0	0	0.734759	0	0
XLOC_020081	0	0	0	0.371294	0	0
XLOC_020082	0.363199	0	36.5581	0.282338	0	29.4854
XLOC_020083	0.330807	0	4.58302	0.286094	0	1.92501
XLOC_020084	0.200351	0	0	0.238915	0	0
XLOC_020086	0	0	0	0	0.373538	0
XLOC_020087	0	6.41102	0	0	11.5039	0
XLOC_020089	0	0.7292	0	0	1.17052	0
XLOC_020092	0.606971	0	0	1.93277	0	0
XLOC_020094	0.0435701	0	0	0.0414253	0	0
XLOC_020097	0	0	0	0	0	0
XLOC_020100	0.796776	0	0	0.283775	0	0
XLOC_020101	0.168479	0	0	0.266043	0	0
XLOC_020102	0	39.4552	0	0	26.4863	0
XLOC_020103	43.4001	0	0	60.1713	0	0
XLOC_020104	0.779807	5.38512	0	0.93602	10.4025	0
XLOC_020105	0	0	0.680516	0	0	0.180081
XLOC_020107	0	0.226635	0	0	1.10094	0
XLOC_020108	36.6815	0	1.61837	38.6433	0	1.10547
XLOC_020109	37.9555	0	0	36.9063	0	0
XLOC_020110	1.1962	0	0	0.863417	0	0
XLOC_020114	2.53073	0	0	1.46362	0	0
XLOC_020115	1.39881	0	0	0	0	0
XLOC_020116	0.247883	0	0	0.379898	0	0
XLOC_020117	0.402325	0	0	0.788522	0	0.0912175
XLOC_020118	0.30574	0	0	0.391632	0	0
XLOC_020119	0.316277	0	0	0	0	0
XLOC_020120	0.375575	0	0	0.991305	0	0
XLOC_020121	0.724497	0	0	1.06718	0	0
XLOC_020122	0.429169	0	0	1.4137	0	0
XLOC_020123	0.424686	0	0	1.06019	0	0
XLOC_020124	0.464075	0	0	1.29776	0	0
XLOC_020126	67.3193	0	0	106.813	0	0
XLOC_020128	0	19.3853	0	0	19.3881	0
XLOC_020131	0	2.04037	0	0	0.193371	0
XLOC_020132	0	0.0941291	0	0	0	0
XLOC_020135	0	0.385785	0	0	0.679832	0
XLOC_020136	0.285502	0.252695	0	1.15627	0.3237	0
XLOC_020137	0.200578	0.354276	0	0.528168	0.817662	0
XLOC_020138	0.568984	0.0609725	0	1.19434	0.693235	0
XLOC_020140	0	0	1.13876	0	0	1.31906
XLOC_020141	0	0	1.1039	0	0	3.83297
XLOC_020142	0	0	0.56057	0	0	4.65077
XLOC_020143	0	0	3.30126	0	0	7.08372
XLOC_020144	26.6499	0	2.04653	27.2636	0	2.96732
XLOC_020145	0	0.33781	0	0.228652	0.0337752	0
XLOC_020146	0.169425	0	0	0.324081	0	0
XLOC_020147	0.302628	0	0	0.431385	0	0
XLOC_020152	0	0.486395	0	0	1.14816	0
XLOC_020154	0	0.795202	0	0	0.930019	0
XLOC_020155	0	0.180795	0	0	0.353747	0
XLOC_020156	0	36.0333	0	0	37.7354	0
XLOC_020157	0	0.925971	0	0	0.990649	0
XLOC_020158	0	0	0	0	0.638224	0
XLOC_020159	87.7992	0.258952	0	71.8443	0.426405	0
XLOC_020160	0	0.358784	0	0	0.644023	0
XLOC_020161	31.7319	0	0	28.6937	0	0
XLOC_020162	0.308101	0	0	0.513481	0	0
XLOC_020163	0.43087	0.131602	0	0.574174	1.95548	0
XLOC_020164	0	0.412374	0	0	0.763743	0
XLOC_020165	0	0.798431	0	0	1.20274	0.148948
XLOC_020167	230.226	0	0	196.426	0	0
XLOC_020168	0	0	28.0561	0	0	29.4723
XLOC_020170	0	0	0.531065	0	0	0.264291
XLOC_020176	0	0.0684286	0	0	0	0
XLOC_020177	0	0.253829	0	0	0.0673393	0
XLOC_020178	42.3276	0	0	44.6185	0	0
XLOC_020179	0	0	0	0	0	0.0754021
XLOC_020180	0	0	0	0	0	0
XLOC_020181	73.9966	18.1532	0	50.348	35.1417	0.037936
XLOC_020182	92.7066	0	0	58.5526	0	0
XLOC_020183	13.1629	0.225318	0	4.14988	0.168494	0
XLOC_020184	0	0	0	0	0.122891	0
XLOC_020185	1.02646	0	0.0934917	0.411951	0	0
XLOC_020186	0.694125	0	0	0.415913	0	0
XLOC_020187	0.525267	0	0	0.648268	0	0
XLOC_020188	0.416406	0	0	0.354737	0	0
XLOC_020189	0.525414	14.0892	0	0.663546	25.3541	0
XLOC_020190	0.620195	0	0	0.973776	0	0.0380239
XLOC_020191	0	0	0	0	0	0.0209113
XLOC_020193	0	0	0	0.125664	0	0
XLOC_020194	0	0	0.930501	0	0	0.675733
XLOC_020195	0	0	0.223809	0	0	0.593164
XLOC_020197	0	0	0.263493	0	0	1.27689
XLOC_020201	1.56514	0	0	2.13561	0	0
XLOC_020202	1.65079	0	0	1.00476	0	0
XLOC_020203	2.49657	0	0	2.20134	0	0
XLOC_020204	0.970634	0	0	1.11489	0	0
XLOC_020205	0.313122	0	0	0.400013	0	0
XLOC_020206	0.213149	0	0	0.057822	0	0
XLOC_020208	0	0	0	0	0	0
XLOC_020209	0	0	0	0	0	0
XLOC_020210	0	0	0	0	0	0
XLOC_020212	62.7634	0	131.761	75.606	0	68.5271
XLOC_020213	0	0.100475	0	0	0.240117	0
XLOC_020214	46.8545	1.15681	0	36.6772	0	0
XLOC_020215	0	0	0.281228	0	0	0.333933
XLOC_020217	0	0	1.09255	0	0	0.579682
XLOC_020220	0.466342	0	0	0.157365	0	0
XLOC_020221	0	0	0.289564	0	0	2.55118
XLOC_020222	2.36934	0	0	1.15079	0	0
XLOC_020223	0.750789	0	0	0.9164	0	0
XLOC_020226	0	0	0	0	0.197885	0
XLOC_020227	0	0.547599	0	0	0.593667	0
XLOC_020228	0	0.793279	0	0	0.566704	0
XLOC_020229	0	0.758469	0	0	0.726746	0
XLOC_020233	0	0.232906	0	0	0.293736	0
XLOC_020236	4.01089	0.0733833	0	5.71127	0.177258	0
XLOC_020237	1.47999	0	0	1.84074	0	0
XLOC_020239	0	0	0.721742	0	0	1.15772
XLOC_020240	1.65851	0	0	0.968297	0	0
XLOC_020241	0.103804	0.492563	0	0.466837	1.40024	0
XLOC_020242	0	0	0	0	0.17719	0
XLOC_020243	0	0.073448	0	0	0.352312	0
XLOC_020245	19.7237	0	0	18.7901	0	0
XLOC_020246	0	0.0787444	0	0	0.861829	0
XLOC_020248	0	0	0	0	0	0
XLOC_020249	32.9196	0	0.786967	48.4784	0	0.492024
XLOC_020250	0	0	0	0	0	0
XLOC_020257	0	0.229922	0	0	0.295218	0
XLOC_020261	0.199869	0	0	0.242719	0	0
XLOC_020262	0.113273	0	0	0.22691	0	0
XLOC_020263	0.456196	0	0	0.35572	0	0
XLOC_020264	0.0871626	0	0	0.260687	0	0
XLOC_020265	0	0	0	0	0	0
XLOC_020266	8.80141	0.134273	0	1.45775	0.334035	0
XLOC_020270	0	0.11508	0	0	0	0
XLOC_020271	0	0	1.15633	0	0	1.54678
XLOC_020272	0	0.0622036	0	0	0	0
XLOC_020273	0	0	0	0	0.230268	0
XLOC_020274	0.556769	0.0807064	0	0.763248	0	0
XLOC_020275	0.188712	0.18115	0	1.00974	0.200128	0
XLOC_020276	0.224557	0	0	0.609957	0	0
XLOC_020277	0.146104	0	0	0.294139	0	0
XLOC_020278	0.201705	0	0	0.507452	0	0
XLOC_020279	0.201623	0	0	1.1549	0	0
XLOC_020280	0.314796	0	1.25719	0.991272	0	0.697874
XLOC_020281	1.04148	0	0	0.725794	0	0
XLOC_020282	0.451901	0	0	1.62993	0	0
XLOC_020283	0.777412	0	0.369512	1.76733	0	1.13481
XLOC_020284	0.130222	0	0	0.137328	0	0
XLOC_020285	0.265381	21.5682	0	1.68718	26.069	0
XLOC_020286	0.327464	0	1.60324	0.926005	0	0.694036
XLOC_020287	0.294955	0.424351	0.273802	0.999675	1.02442	0.206646
XLOC_020288	0.278555	0	0	1.24623	0	0
XLOC_020289	0.283776	0	1.93738	0.680665	0	0.382254
XLOC_020290	1.54952	159.567	1.79166	0	155.72	0.65608
XLOC_020291	0.482018	0	0	0.29645	0	0
XLOC_020292	1.19927	0	0	0.505284	0	0
XLOC_020293	0.210134	0	0	0	0	0
XLOC_020295	0	0	0	0	0.354944	0
XLOC_020296	0	0.912235	0	0	1.15429	0
XLOC_020297	0.364295	1.95803	0	0.775042	2.81035	0
XLOC_020298	0.663563	1.59279	0	0.722189	2.48132	0
XLOC_020299	0.46021	0	0	0.882323	0	0
XLOC_020302	0.254711	0	0.0672691	0.146605	0	0.037114
XLOC_020303	0.215991	0	1.75169	0.289362	0	0.818182
XLOC_020311	0.645675	0	0	0.46704	0	0
XLOC_020314	0.416085	0	0	0.502137	0	0
XLOC_020315	0.774979	0	0	0.492268	0	0
XLOC_020318	0	0	0	0	0	0
XLOC_020320	0	0.850183	0	0	1.01556	0
XLOC_020321	0	0.16385	0	0	1.21571	0
XLOC_020322	0	0.704508	0	0	0.937188	0
XLOC_020323	0	0.113378	0	0	1.38236	0
XLOC_020326	0	1.16023	0	0	0.679211	0
XLOC_020327	0	0	5.19852	0	0	3.68335
XLOC_020328	0	0	3.06588	0	0	5.18058
XLOC_020329	0	0.663544	0	0	0.198886	0
XLOC_020335	0	0.076519	0	0	0.6951	0
XLOC_020337	0.86181	0	0	0.181338	0	0
XLOC_020340	0.897082	0	0	1.25285	0	0
XLOC_020341	0.58226	0	0	0.705003	0	0
XLOC_020342	0.337553	0	0	0.576129	0	0
XLOC_020343	0	24.0708	0	0	29.653	0
XLOC_020348	43.2688	0	0	35.1806	0	0
XLOC_020349	0	0	0.525062	0	0	3.71417
XLOC_020350	0	0	0.922523	0	0	2.393
XLOC_020351	7.55363	0	1.51563	7.75327	0	2.77871
XLOC_020352	0	0	0.0402344	0	0	0.936621
XLOC_020354	45.5259	0	1.31319	41.8948	0	0.165036
XLOC_020357	0.189453	0.14087	0	0.224381	0.119597	0
XLOC_020358	0	0.377956	0	0	0.285322	0
XLOC_020360	0	0	0	0	0.0449682	0
XLOC_020362	0	11.5589	0	0	12.4528	0
XLOC_020363	0.0676901	0	3.24821	0	0	2.92623
XLOC_020364	12.7385	0	0.290456	10.3082	0	0.150717
XLOC_020369	0.701208	0	0	0	0	0
XLOC_020376	0.0227482	0	10.4693	0.079193	0	8.12876
XLOC_020378	3.06313	0	0	11.8354	0	0
XLOC_020379	0	2.90823	0	0	1.3778	0
XLOC_020381	0	0	0.266114	0	0	1.33072
XLOC_020382	0	6.52664	0	0	15.4611	0
XLOC_020383	0	0	0	0	0	0
XLOC_020384	0	0	0	0	0	0.538559
XLOC_020385	0	0	0.0703082	0	0	0.218464
XLOC_020386	0	14.6305	0	0	19.2143	0
XLOC_020388	0	0.466275	0	0	0.597751	0
XLOC_020389	0.117488	0	0	0.363828	0	0
XLOC_020390	0.276299	0	0	0.977607	0	0
XLOC_020391	0.464219	0	0	0	0	0
XLOC_020392	0.0715605	0.222195	0	0.744668	0	0
XLOC_020393	0	0	0	0.549649	0	0
XLOC_020394	0	0	0	0.220013	0	0
XLOC_020395	0.0987058	0	0.609467	0.982646	0	0.969458
XLOC_020396	0.118016	0	20.8529	0.674568	0	21.5719
XLOC_020397	0.625516	0	0	1.40183	0	0
XLOC_020398	0.488675	1.23918	0	1.83266	1.83024	0
XLOC_020399	0.163186	0	0	0.951505	0.136813	0
XLOC_020400	0	0.367721	0	0	0.590896	0
XLOC_020401	0	0.263791	0	0	0.699426	0
XLOC_020403	0	0.237979	0	0	0.275475	0
XLOC_020405	0	0	0.198422	0	0	0.26109
XLOC_020406	0	40.963	1.10018	0	90.921	0.51096
XLOC_020408	0	0.862312	0	0	1.85865	0
XLOC_020409	0.381586	0	1.54686	1.15984	0	0.630057
XLOC_020410	0.2708	0	1.2225	0.473242	0	0.66387
XLOC_020411	35.9712	0	0.891771	37.6172	0	0.32282
XLOC_020412	0.556993	3.12022	0	1.0829	1.3232	0
XLOC_020413	0.711682	0	0	0.533273	0	0
XLOC_020415	0	0	1.85858	0	0	0.241819
XLOC_020418	0	0.267113	0	0	0.269376	0
XLOC_020419	0	0.694859	0	0	1.05073	0
XLOC_020420	0	0	0	0	0	0
XLOC_020421	0	0	37.3213	0	0	31.5802
XLOC_020422	0	0	0.626131	0	0	1.31981
XLOC_020425	0	0.0478056	0	0	0.15906	0
XLOC_020426	0	0.443014	0.142487	0	0.616576	0.752609
XLOC_020427	0	0.507906	0	0	1.07887	0
XLOC_020428	0	0.744003	0	0	1.1552	0
XLOC_020429	0.662693	0	0	1.68157	0	0
XLOC_020430	0.665173	0	0	5.27006	0	0
XLOC_020431	0.167755	0	45.0812	1.96331	0	35.6129
XLOC_020432	0.54699	0	0	4.36112	0	0
XLOC_020433	0	0	0.360921	0	0	0.160576
XLOC_020434	0	2.02749	0	0	3.62011	0.727714
XLOC_020435	0	2.55239	0	0	0.270243	0
XLOC_020436	0.740815	0.969966	0	0.743661	1.42922	0
XLOC_020437	0.539201	0	0	3.16828	0.960249	0
XLOC_020438	0.593238	0	0	0.757347	0	0
XLOC_020439	1.26086	4.9113	0	1.05025	4.02149	0
XLOC_020440	0	1.39472	0	0	1.89947	0.850823
XLOC_020441	0	1.07342	0	0	1.68676	0
XLOC_020442	0	1.56675	0	0	0.903634	0
XLOC_020443	1.40064	0.57889	38.0295	1.68631	0.102284	20.0317
XLOC_020444	0	1.00647	1.92935	0	0.815008	0.197158
XLOC_020445	0	0.489524	0	0	0.435256	0
XLOC_020446	0	0.132678	1.45496	0	0.370801	0.108625
XLOC_020447	0	0	1.45723	0	0	0.719378
XLOC_020448	0	1.27797	0.588152	0	0.424697	0.0451967
XLOC_020454	0.634105	0	0	0.633675	0	0
XLOC_020455	2.0239	0	0	1.3491	0	0.030568
XLOC_020456	0	0	0	0	0.247914	0
XLOC_020459	0	0.989098	0.899447	0	0.306657	0.887463
XLOC_020460	1.73837	0.642288	1.90157	1.75701	0.409009	2.18862
XLOC_020461	30.8405	0.351942	0	31.5198	0.116485	0
XLOC_020462	0	0	0	0	0.0936088	0
XLOC_020464	0	14.2121	0	0	23.8759	0
XLOC_020465	0	0	0	0	0	0
XLOC_020466	0	2.44478	0	0	2.60745	0
XLOC_020467	0	0.812966	0	0	0.370411	0
XLOC_020468	0.036142	0	0	0.152258	0	0
XLOC_020469	0.042861	0	0	0	0	0
XLOC_020470	37.067	0.0896008	0	49.0106	0.31136	0
XLOC_020471	0	0.362216	0	0	0.0811657	0
XLOC_020472	4.70528	0	0	5.51141	0.351431	0
XLOC_020476	0	0.837148	0	0	0.263789	0
XLOC_020477	0	0.890356	0	0	0.200356	0
XLOC_020478	0	76.2361	0	0	96.5203	0
XLOC_020479	0	197.084	0	0	191.509	0
XLOC_020481	0	0	0.322629	0	0	1.73186
XLOC_020482	0	0	504.147	0	0	281.095
XLOC_020483	0	2.70125	0	0	0.620419	0
XLOC_020484	19.8351	0	0	21.5203	0	0
XLOC_020488	0	0	0.288803	0	0	1.24116
XLOC_020490	11.7465	0	0	13.1242	0	0
XLOC_020492	0	1.34059	0	0	0	0
XLOC_020493	0	2.23301	0	0	2.01323	0
XLOC_020497	0	0.684935	0	0	0.29417	0
XLOC_020498	0	0.77442	0	0	0.650007	0
XLOC_020499	0	0.160609	0	0	0.286243	0
XLOC_020500	0	0.0607839	0	0	0.254829	0
XLOC_020501	0	0	0.489823	0	0	1.88208
XLOC_020502	0	0	54.8616	0	0	74.7159
XLOC_020503	0	0	0.378639	0	0	0.123459
XLOC_020505	0	1.159	0	0	0.393083	0
XLOC_020507	1.58713	0	0	3.40434	0	0
XLOC_020508	0.394929	0	0	1.17554	0	0
XLOC_020509	0.376796	0	0	0.93894	0	0
XLOC_020510	0.37842	0	0	1.28364	0.295495	0
XLOC_020511	0.262901	0	0.0949647	0.552092	0	0.339
XLOC_020512	0	0	1.07639	0	0	1.05098
XLOC_020513	0	0	2.08468	0	0	2.58888
